다|多
다이고량연소위지|多以膏粱年少爲之
다이고양년소위지|多以膏粱年少爲之
다이고양연소위지|多以膏粱年少爲之
다이과갑금백봉지|多以戈甲金帛奉之
다이과갑김백봉지|多以戈甲金帛奉之
다이교지|多而交之
다이구지|多而久之
다이금난자비|多以金蘭自比
다이금란자비|多以金蘭自比
다이기사|多易其事
다이기애대부위지|多以耆艾大夫爲之
다이기위극|多以綦爲極
다이김난자비|多以金蘭自比
다이김란자비|多以金蘭自比
다이미직|多以美職
다이민부족|多而民不足
다이민부주|多而民不足
다이민불족|多而民不足
다이민불주|多而民不足
다이부가만자|多而不可滿者
다이부가문자|多而不可滿者
다이부기|多已附覬
다이불가만자|多而不可滿者
다이불가문자|多而不可滿者
다이사알요권|多以私謁撓權
다이사알효권|多以私謁撓權
다이사이선유|多異辭而先儒
다이수위유|多以綏爲緌
다이술야|多異術也
다이왕사지중|多以王師之重
다이위성필가발|多以爲城必可拔
다이위위위|多以僞爲爲
다이위의|多以爲疑
다이위의폐|多以爲宜閉
다이유소황자위번진|多以幼少皇子爲藩鎭
다이이여호용|多以而如互用
다이장년|多已長年
다이장연|多已長年
다이저부족|多而民不足
다이저부주|多而民不足
다이저불족|多而民不足
다이저불주|多而民不足
다이중위미|多以中爲美
다이지부족|多而民不足
다이지부주|多而民不足
다이지불족|多而民不足
다이지불주|多而民不足
다이지위기|多以之爲其
다이첨녕자용|多以諂佞自容
다이첨영자용|多以諂佞自容
다이청위정|多以請爲情
다이초부간지|多以初附間之
다이토원책교동몽|多以兎園冊教童蒙
다이현벽대거|多以賢罷對擧
다이현벽대여|多以賢罷對擧
다이현파대거|多以賢罷對擧
다이현파대여|多以賢罷對擧
다이현피대거|多以賢罷對擧
다이현피대여|多以賢罷對擧
다익위누이|多益爲累耳
다익위루이|多益爲累耳
다인고의|多引古義
다인궤향부족|多因餽餉不足
다인궤향부주|多因餽餉不足
다인궤향불족|多因餽餉不足
다인궤향불주|多因餽餉不足
다인명사여삼주책|多引名士與參籌策
다인무행|多引無行
다인분쟁|多因忿爭
다인위부곡|多引爲部曲
다인위부구|多引爲部曲
다인적항이생|多因積行而生
다인적행이생|多因積行而生
다인헐|茶煙歇
다일부사|多日不食
다일부식|多日不食
다일불사|多日不食
다일불식|多日不食
다일순자|多一順字
다일야|多日也
다일업자|多一業字
다임심각리|多任深刻吏
다임심각이|多任深刻吏
다임형주|多任刑誅
다입기부|多入其府
다입친당|多立親黨
다자|多子
다자|多者
다자과벌|多自誇伐
다자과지|多者寡之
다자구벌|多自誇伐
다자배내|多自北來
다자배래|多自北來
다자백여전|多者百餘戰
다자북내|多自北來
다자북래|多自北來
다자심생|多自尋省
다자심성|多自尋省
다자역지오십주|多者或至五十州
다자위정|多者爲正
다자이기사의결지|多自以其私意決之
다자이야|多子二也
다자이천계|多者以千計
다자자|多髭者
다자진술|多自陳述
다자혹지오십주|多者或至五十州
다작격문|多作檄文
다작고금|多作故今
다작구|多作仇
다작변|多作辯
다작부|多作不
다작불|多作不
다작수|多柞樹
다작요|多作繇
다작유|多作繇
다작응지|多作凝止
다작지|多作智
다작추오|多作騶吾
다작편|多作辯
다작평|多作辯
다작폐|多作弊
다작혁문|多作檄文
다작혈|多作絜
다잡객|多雜客
다장고고|多將熇熇
다장기치|多張旗幟
다장기치량산|多張旗幟梁山
다장기치양산|多張旗幟梁山
다장학학|多將熇熇
다장혹혹|多將熇熇
다장효효|多將熇熇
다재|多在
다재금백|多齎金帛
다재김백|多齎金帛
다재남양|多在南陽
다재다예|多才多藝
다재다예|多材多藝
다재대부|多在大夫
다재세소지물|多載細小之物
다재야|多才也
다재예이소행|多才藝而疏婞
다재자량|多載資糧
다재자양|多載資糧
다재전진|多在戰陳
다재주공섭정지후|多在周公攝政之後
다재하빈|多在河濱
다재화청수지존|多在華淸隨至尊
다재화청수지준|多在華淸隨至尊
다저지|多且旨
다저훈용|多著勲庸
다적견빙|多積堅冰
다적모석|多積木石
다적목석|多積木石
다적재이수무유|多積財而羞無有
다전위|多田尉
다전현|多田縣
다절산이부증자|多節刪而不增字
다절산이불증자|多節刪而不增字
다정|多情
다제진보|多諸珍寶
다제행|多提行
다조|多助
다조노|多躁怒
다조지자|多助之者
다조지지|多助之至
다조탑|多造塔
다종|多從
다종심각|多從深刻
다종정욕|多縱情慾
다종제왕유|多從諸王游
다종지|多從之
다좌지|多坐之
다죄|多罪
다주상|多周詳
다주양|多周詳
다죽|多竹
다준문심저|多峻文深詆
다준주인|多涼州人
다준허학|多遵許學
다중서전어자|多重敍前語者
다중주망관실수지사|多中州亡官失守之士
다즉|多則
다즉경|多則輕
다즉륙칠|多則六七
다즉문유상략|多則文有詳略
다즉문유상약|多則文有詳略
다즉문유양략|多則文有詳略
다즉문유양약|多則文有詳略
다즉사필원문|多則事必遠聞
다즉십륙이하|多則十六以下
다즉십육이하|多則十六以下
다즉육칠|多則六七
다즉인력|多則人力
다즉인역|多則人力
다즉혹|多則惑
다지|多識
다지|多之
다지|多至
다지거화|多持炬火
다지마사갈서곤포조|多治麻絲葛緖綑布繰
다지백수|多至百數
다지백촉|多至百數
다지삭|多智數
다지삼만경|多至三萬頃
다지삼월|多至三月
다지선췌사|多智善揣事
다지소종|多之所宗
다지수|多智數
다지어|多識於
다지오천여가|多至五千餘家
다지위도|多至爲盜
다지이|多地以
다지이갱단|多止而更端
다지이경단|多止而更端
다지이무친|多知而無親
다지이정|多地以正
다지저죄|多至抵罪
다지전은왕항|多識前言往行
다지촉|多智數
다지치저충직|多支絺紵充直
다지칭야|多之稱也
다진인륜|多陳人倫
다진인윤|多陳人倫
다진편의|多陳便宜
다진화|多珍貨
다질|多疾
다질병독상지해|多疾病毒傷之害
다차역치여차|多且易致如此
다차이|多差異
다차이치여차|多且易致如此
다차자|多此字
다차지|多且旨
다차탈제량재위자|多斥奪諸梁在位者
다차탈제양재위자|多斥奪諸梁在位者
다착훈용|多著勲庸
다참재상|多參在上
다채기|多猜忌
다채즉군하방혐|多猜則群下防嫌
다채칙군하방혐|多猜則群下防嫌
다책략|多策略
다책약|多策略
다처지새내제군|多處之塞内諸郡
다척|多瘠
다척망소|多瘠罔詔
다척망조|多瘠罔詔
다척탈제량재위자|多斥奪諸梁在位者
다척탈제양재위자|多斥奪諸梁在位者
다천오백|茶千五百
다천하명사|多天下名士
다첨|多諂
다청유뇌광자|多請宥懷光者
다청유뢰광자|多請宥懷光者
다청유회광자|多請宥懷光者
다촉|多數
다추숙구|多推宿舊
다추오이항가요지자|多出於里巷歌謠之作
다추오이항가요지저|多出於里巷歌謠之作
다추오이항가요지주|多出於里巷歌謠之作
다축사재|多蓄私財
다출|多出
다출강회|多出江淮
다출궁노|多出弓弩
다출기문|多出其門
다출기서|多出其書
다출신충|多出宸衷
다출어난세|多出於亂世
다출어란세|多出於亂世
다출어리항가요지작|多出於里巷歌謠之作
다출오난세|多出於亂世
다출오란세|多出於亂世
다출외사|多出外舍
다출중의지표|多出衆議之表
다취|多聚
다취고인기복이충지|多聚古人器服以充之
다취군구뇌|多就頵求賂
다취군구뢰|多就頵求賂
다취기지이자비|多取其地以自肥
다취선취|多取先取
다취숙속|多聚菽粟
다취야수비조치기중|多聚野獸飛鳥置其中
다취용사|多聚勇士
다취죄즉천보여|多聚罪則天報汝
다취죄칙천보여|多聚罪則天報汝
다취지이부위학|多取之而不爲虐
다취지이불위학|多取之而不爲虐
다취지자|多就之者
다치|多識
다치마사갈서곤포조|多治麻絲葛緖綑布繰
다치병즉량운난통|多置兵則糧運難通
다치병즉양운난통|多置兵則糧運難通
다치병칙량운난통|多置兵則糧運難通
다치병칙양운난통|多置兵則糧運難通
다치친당|多置親黨
다칙|多則
다칙경|多則輕
다칙륙칠|多則六七
다칙문유상략|多則文有詳略
다칙문유상약|多則文有詳略
다칙문유양략|多則文有詳略
다칙문유양약|多則文有詳略
다칙사필원문|多則事必遠聞
다칙십륙이하|多則十六以下
다칙십육이하|多則十六以下
다칙육칠|多則六七
다칙인력|多則人力
다칙인역|多則人力
다칙혹|多則惑
다친부|多親附
다침폭|多侵暴
다탁병부조|多託病不朝
다탁병불조|多託病不朝
다탁질부여|多託疾不與
다탁질불여|多託疾不與
다탄식답하|多歎息泣下
다탄식읍하|多歎息泣下
다탄식탑하|多歎息泣下
다탈간열지상자|多說姦淫之狀者
다탈간열지장자|多說姦淫之狀者
다탈간염지상자|多說姦淫之狀者
다탈간염지장자|多說姦淫之狀者
다탈간요지상자|多說姦淫之狀者
다탈간요지장자|多說姦淫之狀者
다탈간윤지상자|多說姦淫之狀者
다탈간윤지장자|多說姦淫之狀者
다탈간음지상자|多說姦淫之狀者
다탈간음지장자|多說姦淫之狀者
다탈설|多說舌
다탈황제요순우탕문무수도서지사|多說黃帝堯舜禹湯文武受圖書之事
다탐|多貪
다태|多態
다퇴숙구|多推宿舊
다패|多敗
다폐몽지설|多蔽蒙之說
다폐몽지세|多蔽蒙之說
다폐몽지열|多蔽蒙之說
다폐몽지탈|多蔽蒙之說
다폭광|多暴橫
다폭횡|多暴橫
다표경소재|多剽輕小才
다피|多辟
다피간인매농|多被姦人賣弄
다피간인매롱|多被姦人賣弄
다피명사|多辟名士
다피산개|多被刪改
다피소퇴|多被疏退
다피양|多避讓
다피의우|多被意遇
다피탄핵|多被彈劾
다하|多下
다하유이자|多下有而字
다한|多寒
다함배경명호|多濫北境名號
다함북경명호|多濫北境名號
다함이절모군자|多陷以折耗軍資
다합소오자|多合少忤者
다항|多降
다항어|多降於
다항어후조|多降於後趙
다항오|多降於
다항오후조|多降於後趙
다해|多害
다행관정|多行寬政
다행무례|多行無禮
다행무례폭학|多行無禮暴虐
다행무예|多行無禮
다행무예폭학|多行無禮暴虐
다행부의|多行不義
다행부의필자폐|多行不義必自斃
다행불의|多行不義
다행불의필자폐|多行不義必自斃
다향실경설|茶香室經說
다향실경세|茶香室經說
다향실경열|茶香室經說
다향실경탈|茶香室經說
다허인|多虛引
다현궐태|多見闕殆
다현기부지량야|多見其不知量也
다현기부지양야|多見其不知量也
다현기불지량야|多見其不知量也
다현기불지양야|多見其不知量也
다현난문|多見難問
다현모만|多見侮慢
다현방훼|多見謗毁
다현부가이다군|多賢不可以多君
다현불가이다군|多賢不可以多君
다현빈차|多見擯斥
다현빈척|多見擯斥
다현이식지|多見而識之
다현이지지|多見而識之
다현주축|多見誅逐
다현흑왈백|多見黑曰白
다협궁녀|多挾宮女
다협궁여|多挾宮女
다호난|多互亂
다호란|多互亂
다호열이|多好悅耳
다호와|多互譌
다호일예|多好逸豫
다호재|多乎哉
다혹어신선지설|多惑於神仙之說
다혹어신선지세|多惑於神仙之說
다혹어신선지열|多惑於神仙之說
다혹어신선지탈|多惑於神仙之說
다혹오신선지설|多惑於神仙之說
다혹오신선지세|多惑於神仙之說
다혹오신선지열|多惑於神仙之說
다혹오신선지탈|多惑於神仙之說
다혹작지|多或作之
다혼|多婚
다혼|多昏
다화위운|多化爲韻
다화즉상우덕|多貨則傷于德
다화칙상우덕|多貨則傷于德
다회|多悔
