차|此
차경거노양지책야|此經據老陽之策也
차경거로양지책야|此經據老陽之策也
차경계지|此更戒之
차경광가성채|此頃筐可盛菜
차경광진엄부지유|此更廣陳嚴父之由
차경내운|此經乃云
차경논극삭변통|此經論極數變通
차경논극수변통|此經論極數變通
차경논극촉변통|此經論極數變通
차경논천지지성야|此經論天地之性也
차경대부자|次卿大夫者
차경대부지출빙|且卿大夫之出聘
차경대부지효야|此卿大夫之孝也
차경대의|此經大意
차경대체매주지시|此經大體每州之始
차경력언|此經歷言
차경력언오명|此經歷言五名
차경례지지|此敬禮之至
차경론극삭변통|此經論極數變通
차경론극수변통|此經論極數變通
차경론극촉변통|此經論極數變通
차경론천지지성야|此經論天地之性也
차경명곤지덕야|此經明坤之德也
차경명역리신묘부측|此經明易理神妙不測
차경명역리신묘불측|此經明易理神妙不測
차경명역이신묘부측|此經明易理神妙不測
차경명역이신묘불측|此經明易理神妙不測
차경명이리신묘부측|此經明易理神妙不測
차경명이리신묘불측|此經明易理神妙不測
차경명이이신묘부측|此經明易理神妙不測
차경명이이신묘불측|此經明易理神妙不測
차경명천지지덕야|此經明天地之德也
차경명천지지체|此經明天地之體
차경무왕추진전사운|此經武王追陳前事云
차경무왕퇴진전사운|此經武王追陳前事云
차경무일|此經無日
차경문오위경교|此敬文誤爲敬交
차경문자|此經文次
차경문지오야|此經文之誤也
차경문지이어여편|此經文旨異於餘篇
차경문지이오여편|此經文旨異於餘篇
차경문차|此經文次
차경부언고무왕|此經不言告武王
차경부직왈왕이왈왕의사자|此經不直曰王而曰王義嗣者
차경불언고무왕|此經不言告武王
차경불직왈왕이왈왕의사자|此經不直曰王而曰王義嗣者
차경비자|此經俾字
차경비지대|且經費之大
차경사낙량량상배|此經四輅兩兩相配
차경사낙량양상배|此經四輅兩兩相配
차경사낙양량상배|此經四輅兩兩相配
차경사낙양양상배|此經四輅兩兩相配
차경사노량량상배|此經四輅兩兩相配
차경사노량양상배|此經四輅兩兩相配
차경사노양량상배|此經四輅兩兩相配
차경사노양양상배|此經四輅兩兩相配
차경사락량량상배|此經四輅兩兩相配
차경사락량양상배|此經四輅兩兩相配
차경사락양량상배|此經四輅兩兩相配
차경사락양양상배|此經四輅兩兩相配
차경사로량량상배|此經四輅兩兩相配
차경사로량양상배|此經四輅兩兩相配
차경사로양량상배|此經四輅兩兩相配
차경사로양양상배|此經四輅兩兩相配
차경사술위문|此經史述爲文
차경사아량량상배|此經四輅兩兩相配
차경사아량양상배|此經四輅兩兩相配
차경사아양량상배|此經四輅兩兩相配
차경사아양양상배|此經四輅兩兩相配
차경사핵량량상배|此經四輅兩兩相配
차경사핵량양상배|此經四輅兩兩相配
차경사핵양량상배|此經四輅兩兩相配
차경사핵양양상배|此經四輅兩兩相配
차경삼장|此經三章
차경상구언|此經上句言
차경상부언우자|此經上不言禹者
차경상불언우자|此經上不言禹者
차경서무언제사|此經序無言祭事
차경선언|此經先言
차경소부진|此經所不陳
차경소불진|此經所不陳
차경소언|此經所言
차경소운|此經所云
차경소운범십이장|此經所云凡十二章
차경소이칭왕약왈|此經所以稱王若曰
차경소진사낙|此經所陳四輅
차경소진사노|此經所陳四輅
차경소진사락|此經所陳四輅
차경소진사로|此經所陳四輅
차경소진사아|此經所陳四輅
차경소진사핵|此經所陳四輅
차경소진칠종지병|此經所陳七種之兵
차경수인천지지성|此經雖因天地之性
차경술상|此經述上
차경신명역지덕|此經申明易之德
차경신명이지덕|此經申明易之德
차경신상신사기소위여차|此經申上臣事旣所爲如此
차경실진사친지적|此經悉陳事親之跡
차경언|此經言
차경언륙경소장지사|此經言六卿所掌之事
차경언육경소장지사|此經言六卿所掌之事
차경여상|此經與上
차경역시추서왕사|此經亦是追敍往事
차경역시퇴서왕사|此經亦是追敍往事
차경역언|此經歷言
차경역언|此經或言
차경역언오명|此經歷言五名
차경예지지|此敬禮之至
차경왈|此經曰
차경왕자|此經王字
차경우운|此經又云
차경운|此經云
차경운사기고아민|此經云嗣其考我民
차경운사기고아저|此經云嗣其考我民
차경운사기고아지|此經云嗣其考我民
차경원지략야|此經遠之略也
차경원지약야|此經遠之略也
차경위교|此經爲敎
차경위적자야|此更爲適者也
차경위하총목|此經爲下總目
차경유|此經惟
차경유십일장인|此經有十一章引
차경유언사대|此經惟言四載
차경유언사재|此經惟言四載
차경은자|此經殷字
차경이구|此經二句
차경이당간대언|此經以堂構對言
차경이당고대언|此經以堂構對言
차경이당구대언|此經以堂構對言
차경이마량|車輕而馬良
차경이마양|車輕而馬良
차경이사|此經二事
차경이장|此經二章
차경전설군지선악|此經專說君之善惡
차경전세군지선악|此經專說君之善惡
차경전열군지선악|此經專說君之善惡
차경전탈군지선악|此經專說君之善惡
차경중자|此經中字
차경중지권형야|此輕重之權衡也
차경지시주자|此經知是朱者
차경지의|此經之意
차경직운|此經直云
차경차교위|此輕車校尉
차경차수|且耕且守
차경칭|此經稱
차경타농불혼무서직|此經惰農弗昬無黍稷
차경혹언|此經或言
차경휼자|此經恤字
차계|次階
차계강숙이군의|次戒康叔以君義
차계강숙이만삼편|此戒康叔已滿三篇
차계강숙이문삼편|此戒康叔已滿三篇
차계군방지민야|此戒軍旁之民也
차계군방지저야|此戒軍旁之民也
차계군방지지야|此戒軍旁之民也
차계대솔소득|此計大率所得
차계도야|此繼陶也
차계범유관위|此戒凡有官位
차계부득언성|且戒不得言聖
차계불득언성|且戒不得言聖
차계사문|此繫辭文
차계사왕|此戒嗣王
차계사우운|且繫辭又云
차계소대정관지인|此戒小大正官之人
차계왕이신벌|此戒王以慎罰
차계이녀지사|此戒二女之辭
차계이여지사|此戒二女之辭
차계지득야|此計之得也
차고|且故
차고|差雇
차고|此古
차고강목귀화천이지지|此固綱目貴華賤夷之旨
차고강목서법지의야|此固綱目書法之意也
차고강목주토지의|此固綱目誅討之意
차고계소이지기무원야|此賈季所以知其無援也
차고고사득이자구|此固瞽史得以藉口
차고국가지진|此固國家之珍
차고군방지민야|此告軍旁之民也
차고군방지저야|此告軍旁之民也
차고군방지지야|此告軍旁之民也
차고군인자지상체야|此固君人者之常體也
차고귀지시|此告歸之時
차고금단례자소이매위인굴|此古今斷禮者所以每爲人屈
차고금단예자소이매위인굴|此古今斷禮者所以每爲人屈
차고금지통병야|此古今之通病也
차고도야|此古道也
차고동상지공|此固同賞之功
차고미자지서|且顧微子之序
차고부립|此橋不立
차고부언|此故不言
차고부입|此橋不立
차고부족지지야|此告不足之至也
차고부주지지야|此告不足之至也
차고불리지소망이모자|此固佛貍之所望而侮者
차고불립|此橋不立
차고불매지소망이모자|此固佛貍之所望而侮者
차고불언|此故不言
차고불이지소망이모자|此固佛貍之所望而侮者
차고불입|此橋不立
차고불족지지야|此告不足之至也
차고불주지지야|此告不足之至也
차고사기|且告師期
차고사야|此故事也
차고서법부동지의|此固書法不同之意
차고서법불동지의|此固書法不同之意
차고서법지심의야|此固書法之深意也
차고서법지의야|此固書法之意也
차고선생|嗟苦先生
차고선유지소이논야|此固先儒之所已論也
차고선유지소이론야|此固先儒之所已論也
차고세속소위자지지설야|此固世俗所謂自治之說也
차고세속소위자지지세야|此固世俗所謂自治之說也
차고세속소위자지지열야|此固世俗所謂自治之說也
차고세속소위자지지탈야|此固世俗所謂自治之說也
차고세속소위자치지설야|此固世俗所謂自治之說也
차고세속소위자치지세야|此固世俗所謂自治之說也
차고세속소위자치지열야|此固世俗所謂自治之說也
차고세속소위자치지탈야|此固世俗所謂自治之說也
차고세속습숙지어|此固世俗習熟之語
차고시인지소미야|此固詩人之所美也
차고씨기위원비|且賈氏旣爲元妃
차고양지덕야|此羔羊之德也
차고어소류공급이위시요야|此苦於泝流供給而爲是謠也
차고어소유공급이위시요야|此苦於泝流供給而爲是謠也
차고언|此固言
차고언악왕지취|此固言惡王之臭
차고역당수격부|此鼓亦當隨擊掊
차고오소류공급이위시요야|此苦於泝流供給而爲是謠也
차고오소유공급이위시요야|此苦於泝流供給而爲是謠也
차고왈|且告曰
차고의지행존자|此古義之幸存者
차고이실패왕지도삼의|此固以失霸王之道三矣
차고이실패왕지도이의|此固以失霸王之道二矣
차고이실패왕지도일의|此固以失霸王之道一矣
차고이자|且故二字
차고인절제지사야|此古人節制之師也
차고인지소이대과인이금지군자소이부급야|此古人之所以大過人而今之君子所以不及也
차고인지소이대과인이금지군자소이불급야|此古人之所以大過人而今之君子所以不及也
차고인지심기야|此古人之深忌也
차고자능근언어지인야|此古者能謹言語之人也
차고장거돈황천여리|且姑臧去敦煌千餘里
차고장거돈황천여이|且姑臧去敦煌千餘里
차고장거준황천여리|且姑臧去敦煌千餘里
차고장거준황천여이|且姑臧去敦煌千餘里
차고장안천자야|此故長安天子也
차고정기위원비|且賈氏旣爲元妃
차고정례|此固正禮
차고정예|此固正禮
차고제명병일월|且高帝明竝日月
차고제소이능고무일세야|此高帝所以能鼓舞一世也
차고제지술궁야|此高帝之術窮也
차고조지소기자|此固操之所忌者
차고조지소탄자|此固操之所憚者
차고지|且告之
차고지군자|且古之君子
차고지기위원비|且賈氏旣爲元妃
차고지립제왕자|且古之立帝王者
차고지세자|此古之世子
차고지소위효자야|此古之所謂孝子也
차고지왈|且告之曰
차고지유어야|此古之遺語也
차고지의사야|此古之義士也
차고지입제왕자|且古之立帝王者
차고지천자|此古之天子
차고질수지소부득면|此固郅壽之所不得免
차고질수지소불득면|此固郅壽之所不得免
차고천자면복십이장야|此古天子冕服十二章也
차고천지소폐|此固天之所廢
차고총재대기군량암지임야|此古冢宰代其君諒闇之任也
차고총재대기군양암지임야|此古冢宰代其君諒闇之任也
차고풍화지본|此固風化之本
차고풍화지분|此固風化之本
차고필유소이|此鼓必有所異
차고황천후토|此告皇天后土
차곡|此哭
차곡례낙기논어삼장|次曲禮樂記論語三章
차곡례낙기론어삼장|次曲禮樂記論語三章
차곡례락기논어삼장|次曲禮樂記論語三章
차곡례락기론어삼장|次曲禮樂記論語三章
